codi                           area_joc_id             tipus              area_joc_superficie_m2   area_joc_tipus_edat_id         area_joc_tipus_edat_nom   codi_carrer            tipus_via   nom_carrer              numero_postal codi_districte nom_districte   codi_barri        nom_barri                    x_etrs89                 y_etrs89                   longitud                espai_verd_codi        espai_verd_nom
0312-01-J001-PV001-0003844JO    829201   MULTIJOC           137.50   546   FINS_A_5_ANYS     11200   C      Almogavers                214   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.877.913   4.583.720.322   21.969.941   312   Llacuna_c._-_Pere_IV_c._-_Roc_Boronat_c.
0312-01-J001-PV001-0003845JO    829201   GRONXADOR          137.50   546   FINS_A_5_ANYS     11200   C      Almogavers                214   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.876.295   4.583.713.970   21.969.754   312   Llacuna_c._-_Pere_IV_c._-_Roc_Boronat_c.
0312-01-J001-PV001-0003846JO    829201   BALANCi            137.50   546   FINS_A_5_ANYS     11200   C      Almogavers                214   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.869.918   4.583.717.279   21.968.988   312   Llacuna_c._-_Pere_IV_c._-_Roc_Boronat_c.
0312-01-J001-PV001-0003847JO    829201   BALANCi            137.50   546   FINS_A_5_ANYS     11200   C      Almogavers                214   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.871.525   4.583.718.490   21.969.179   312   Llacuna_c._-_Pere_IV_c._-_Roc_Boronat_c.
0312-01-J001-PV001-0003848JO    829201   BALANCi            137.50   546   FINS_A_5_ANYS     11200   C      Almogavers                214   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.871.241   4.583.715.518   21.969.148   312   Llacuna_c._-_Pere_IV_c._-_Roc_Boronat_c.
0312-01-J001-PV001-0003849JO    829201   BALANCi            137.50   546   FINS_A_5_ANYS     11200   C      Almogavers                214   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.873.035   4.583.716.661   21.969.361   312   Llacuna_c._-_Pere_IV_c._-_Roc_Boronat_c.
0312-01-J001-PV001-0004838JO    829201   SEIENT_GRONXADOR   137.50   546   FINS_A_5_ANYS     11200   C      Almogavers                214   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.876.484   4.583.714.124   21.969.777   312   Llacuna_c._-_Pere_IV_c._-_Roc_Boronat_c.
0320-06-J005-PV002-0004155JO    933485   MULTIJOC           167.94   549   MIXTA             94300   C      Cristobal_de_Moura         52   10   Sant_Marti   71   Provençals_del_Poblenou                        433.463.975   4.584.479.002   22.039.213   320   Cristobal_de_Moura_c.
0322-01-J001-PV001-0004258JO    955587   ALTRES_JOCS        349.61   549   MIXTA             44403   C      Bolivia                    82   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.481.610   4.583.855.863   21.922.383   322   Ca_l'Aranyo
0322-01-J001-PV001-0004259JO    955587   ALTRES_JOCS        349.61   549   MIXTA             44403   C      Bolivia                    82   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.490.182   4.583.853.577   21.923.411   322   Ca_l'Aranyo
0322-01-J001-PV001-0004260JO    955587   MULTIJOC           349.61   549   MIXTA             44403   C      Bolivia                    82   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.483.391   4.583.847.779   21.922.605   322   Ca_l'Aranyo
0322-01-J001-PV001-0004261JO    955587   GRONXADOR          349.61   549   MIXTA             44403   C      Bolivia                    82   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.491.611   4.583.844.147   21.923.593   322   Ca_l'Aranyo
0322-01-J001-PV001-0004839JO    955587   SEIENT_GRONXADOR   349.61   549   MIXTA             44403   C      Bolivia                    82   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.492.216   4.583.844.509   21.923.664   322   Ca_l'Aranyo
0322-01-J001-PV001-0004840JO    955587   SEIENT_GRONXADOR   349.61   549   MIXTA             44403   C      Bolivia                    82   10   Sant_Marti   66   el_Parc_i_la_Llacuna_del_Poblenou              432.490.875   4.583.843.480   21.923.505   322   Ca_l'Aranyo
0335-02-J001-PV003-0004250JO   1005349   GRIMPAR            41.83    547   DE_6_A_12_ANYS   701828   Ptge   Xavier_Llorens              0   10   Sant_Marti   73   la_Verneda_i_la_Pau                            433.883.803   4.586.110.574   22.087.656   335   Rosalind_Franklin_pl.
0388-04-J001-PV001-0004464JO   1000251   TIROLINA           269.79     0   -                169409   G.V.   Corts_Catalanes           859   10   Sant_Marti   65   el_Clot                                        432.446.897   4.584.266.663   21.917.772   388   Gran_Via_(Granada_c._-_Poblenou_rbla.)
0388-04-J001-PV002-0004463JO   1000251   TIROLINA           269.79     0   -                169409   G.V.   Corts_Catalanes           859   10   Sant_Marti   65   el_Clot                                        432.423.702   4.584.244.041   21.915.022   388   Gran_Via_(Granada_c._-_Poblenou_rbla.)
0560-01-J001-PV001-0000673JO     44041   GRONXADOR          174.74   546   FINS_A_5_ANYS    169409   G.V.   Corts_Catalanes          1024   10   Sant_Marti   71   Provençals_del_Poblenou                        433.097.179   4.584.843.657   21.994.928   560   Lineal_Gran_Via_Parc_(Bac_Roda_c._-_Selva_de_Mar_c.)
0560-01-J001-PV001-0000674JO     44041   TOBOGAN            174.74   546   FINS_A_5_ANYS    169409   G.V.   Corts_Catalanes          1024   10   Sant_Marti   71   Provençals_del_Poblenou                        433.103.612   4.584.845.470   21.995.696   560   Lineal_Gran_Via_Parc_(Bac_Roda_c._-_Selva_de_Mar_c.)
0560-01-J001-PV001-0004841JO     44041   SEIENT_GRONXADOR   174.74   546   FINS_A_5_ANYS    169409   G.V.   Corts_Catalanes          1024   10   Sant_Marti   71   Provençals_del_Poblenou                        433.098.633   4.584.844.649   21.995.101   560   Lineal_Gran_Via_Parc_(Bac_Roda_c._-_Selva_de_Mar_c.)
0560-01-J001-PV001-0004842JO     44041   SEIENT_GRONXADOR   174.74   546   FINS_A_5_ANYS    169409   G.V.   Corts_Catalanes          1024   10   Sant_Marti   71   Provençals_del_Poblenou                        433.095.758   4.584.842.174   21.994.760   560   Lineal_Gran_Via_Parc_(Bac_Roda_c._-_Selva_de_Mar_c.)
0560-01-J002-PV001-0000681JO     44042   ALTRES_JOCS        219.13   547   DE_6_A_12_ANYS   169409   G.V.   Corts_Catalanes          1024   10   Sant_Marti   71   Provençals_del_Poblenou                        433.211.993   4.584.957.642   22.008.539   560   Lineal_Gran_Via_Parc_(Bac_Roda_c._-_Selva_de_Mar_c.)
0560-01-J002-PV001-0000682JO     44042   ALTRES_JOCS        219.13   547   DE_6_A_12_ANYS   169409   G.V.   Corts_Catalanes          1024   10   Sant_Marti   71   Provençals_del_Poblenou                        433.218.095   4.584.963.650   22.009.262   560   Lineal_Gran_Via_Parc_(Bac_Roda_c._-_Selva_de_Mar_c.)
0562-02-J001-PV003-0004444JO   1005228   ALTRES_JOCS        162.31     0   -                701881   C      Gretel_Ammann_Martinez     11   10   Sant_Marti   73   la_Verneda_i_la_Pau                            433.703.488   4.586.227.672   22.065.951   562   Ca_n'Oliva_c._-_Guipuscoa_c._-_Binefar_c.
0562-02-J001-PV003-0004449JO   1005228   ALTRES_JOCS        162.31     0   -                701881   C      Gretel_Ammann_Martinez     11   10   Sant_Marti   73   la_Verneda_i_la_Pau                            433.702.880   4.586.225.700   22.065.880   562   Ca_n'Oliva_c._-_Guipuscoa_c._-_Binefar_c.
0562-02-J001-PV003-0004451JO   1005228   ALTRES_JOCS        162.31     0   -                701881   C      Gretel_Ammann_Martinez     11   10   Sant_Marti   73   la_Verneda_i_la_Pau                            433.701.619   4.586.227.141   22.065.728   562   Ca_n'Oliva_c._-_Guipuscoa_c._-_Binefar_c.
0562-02-J001-PV003-0004452JO   1005228   EQUILIBRI          162.31     0   -                701881   C      Gretel_Ammann_Martinez     11   10   Sant_Marti   73   la_Verneda_i_la_Pau                            433.706.528   4.586.223.718   22.066.319   562   Ca_n'Oliva_c._-_Guipuscoa_c._-_Binefar_c.
0562-02-J001-PV004-0004447JO   1005228   ALTRES_JOCS        162.31     0   -                701881   C      Gretel_Ammann_Martinez      11   10   Sant_Marti     73   la_Verneda_i_la_Pau                     433.728.039   4.586.201.726   22.068.917    562   Ca_n'Oliva_c._-_Guipuscoa_c._-_Binefar_c.
0562-02-J001-PV004-0004448JO   1005228   ALTRES_JOCS        162.31     0   -                701881   C      Gretel_Ammann_Martinez      11   10   Sant_Marti     73   la_Verneda_i_la_Pau                     433.723.216   4.586.206.633   22.068.335    562   Ca_n'Oliva_c._-_Guipuscoa_c._-_Binefar_c.
1000-01-J001-PV001-0002341JO    113369   MULTIJOC           59.19    547   DE_6_A_12_ANYS   246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   431.829.048   4.582.235.072   21.846.146   1000   Ciutadella_Parc
1000-01-J001-PV001-0004479JO    113369   BALANCi            59.19    547   DE_6_A_12_ANYS   246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   431.829.227   4.582.231.820   21.846.171   1000   Ciutadella_Parc
1000-01-J001-PV001-0004480JO    113369   BALANCi            59.19    547   DE_6_A_12_ANYS   246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   431.828.269   4.582.238.526   21.846.048   1000   Ciutadella_Parc
1000-01-J002-PV004-0003878JO    113370   MULTIJOC           861.22   546   FINS_A_5_ANYS    246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.002.306   4.582.123.219   21.866.992   1000   Ciutadella_Parc
1000-01-J003-PV001-0002353JO    113371   ALTRES_JOCS        425.01   549   MIXTA            246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.077.714   4.582.035.672   21.876.109   1000   Ciutadella_Parc
1000-01-J003-PV001-0002354JO    113371   ILLA_DE_CECS       425.01   549   MIXTA            246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.068.233   4.582.035.724   21.874.975   1000   Ciutadella_Parc
1000-01-J003-PV002-0002335JO    113371   GRONXADOR          425.01   549   MIXTA            246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.080.376   4.582.033.742   21.876.429   1000   Ciutadella_Parc
1000-01-J003-PV002-0002336JO    113371   TOBOGAN            425.01   549   MIXTA            246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.075.482   4.582.029.306   21.875.849   1000   Ciutadella_Parc
1000-01-J003-PV002-0002339JO    113371   GRIMPAR            425.01   549   MIXTA            246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.078.267   4.582.029.754   21.876.182   1000   Ciutadella_Parc
1000-01-J003-PV002-0002351JO    113371   ALTRES_JOCS        425.01   549   MIXTA            246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.085.098   4.582.031.016   21.876.997   1000   Ciutadella_Parc
1000-01-J003-PV003-0002330JO    113371   BALANCi            425.01   549   MIXTA            246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.080.326   4.582.041.436   21.876.415   1000   Ciutadella_Parc
1000-01-J003-PV003-0002331JO    113371   BALANCi            425.01   549   MIXTA            246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.073.674   4.582.037.295   21.875.624   1000   Ciutadella_Parc
1000-01-J003-PV003-0002345JO    113371   SORRALET           425.01   549   MIXTA            246259   Parc   Ciutadella                   0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.076.914   4.582.039.034   21.876.009   1000   Ciutadella_Parc
1004-01-J002-PV001-0000163JO     41763   EQUILIBRI          388.27   547   DE_6_A_12_ANYS   244956   E.A.   Parlament_Catalunya          0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.109.434   4.582.242.692   21.879.670   1004   Zoologic_Parc
1004-01-J002-PV001-0000164JO     41763   BALANCi            388.27   547   DE_6_A_12_ANYS   244956   E.A.   Parlament_Catalunya          0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.105.751   4.582.246.783   21.879.225   1004   Zoologic_Parc
1004-01-J002-PV001-0000166JO     41763   GRONXADOR          388.27   547   DE_6_A_12_ANYS   244956   E.A.   Parlament_Catalunya          0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.101.551   4.582.249.247   21.878.720   1004   Zoologic_Parc
1004-01-J002-PV001-0000177JO     41763   ALTRES_JOCS        388.27   547   DE_6_A_12_ANYS   244956   E.A.   Parlament_Catalunya          0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.096.465   4.582.248.074   21.878.113   1004   Zoologic_Parc
1004-01-J002-PV001-0000178JO     41763   ALTRES_JOCS        388.27   547   DE_6_A_12_ANYS   244956   E.A.   Parlament_Catalunya          0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.106.168   4.582.253.479   21.879.268   1004   Zoologic_Parc
1004-01-J002-PV001-0000180JO     41763   ALTRES_JOCS        388.27   547   DE_6_A_12_ANYS   244956   E.A.   Parlament_Catalunya          0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.108.040   4.582.245.777   21.879.500   1004   Zoologic_Parc
1004-01-J002-PV001-0000190JO     41763   ALTRES_JOCS        388.27   547   DE_6_A_12_ANYS   244956   E.A.   Parlament_Catalunya          0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.105.297   4.582.244.835   21.879.173   1004   Zoologic_Parc
1004-01-J002-PV001-0000192JO     41763   MULTIJOC           388.27   547   DE_6_A_12_ANYS   244956   E.A.   Parlament_Catalunya          0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.110.804   4.582.251.624   21.879.824   1004   Zoologic_Parc
1004-01-J002-PV001-0000194JO     41763   VA_I_Ve            388.27   547   DE_6_A_12_ANYS   244956   E.A.   Parlament_Catalunya          0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.100.182   4.582.242.719   21.878.564   1004   Zoologic_Parc
1004-01-J002-PV001-0000199JO     41763   ALTRES_JOCS        388.27   547   DE_6_A_12_ANYS   244956   E.A.   Parlament_Catalunya          0    1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   432.103.324   4.582.246.027   21.878.936   1004   Zoologic_Parc
1016-01-J001-PV001-0003811JO    828265   ALTRES_JOCS        167.87   546   FINS_A_5_ANYS    170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.325.460   4.580.910.317   21.667.844   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J001-PV001-0003813JO    828265   MULTIJOC           167.87   546   FINS_A_5_ANYS    170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.326.849   4.580.915.262   21.668.005   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J001-PV001-0003816JO    828265   TORRE_TOBOGAN      167.87   546   FINS_A_5_ANYS    170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.332.417   4.580.909.230   21.668.677   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J001-PV001-0003817JO    828265   GRONXADOR          167.87   546   FINS_A_5_ANYS    170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.319.729   4.580.909.403   21.667.160   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J001-PV001-0003819JO    828265   BALANCi            167.87   546   FINS_A_5_ANYS    170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.322.590   4.580.912.090   21.667.499   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J001-PV001-0003983JO    828265   BALANCi            167.87   546   FINS_A_5_ANYS    170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.328.184   4.580.911.914   21.668.168   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J001-PV001-0004481JO    828265   ALTRES_JOCS        167.87   546   FINS_A_5_ANYS    170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.333.619   4.580.910.770   21.668.819   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J001-PV001-0004823JO    828265   BALANCi            167.87   546   FINS_A_5_ANYS    170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.322.368   4.580.906.880   21.667.479   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J001-PV001-0004844JO    828265   SEIENT_GRONXADOR   167.87   546   FINS_A_5_ANYS    170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.319.398   4.580.909.004   21.667.121   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J001-PV001-0004845JO    828265   SEIENT_GRONXADOR   167.87   546   FINS_A_5_ANYS    170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.320.113   4.580.909.624   21.667.206   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J002-PV001-0003812JO    828264   ALTRES_JOCS        266.69   547   DE_6_A_12_ANYS   170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.329.148   4.580.923.353   21.668.270   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J002-PV001-0003814JO    828264   MULTIJOC           266.69   547   DE_6_A_12_ANYS   170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.344.598   4.580.915.619   21.670.127   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J002-PV001-0003815JO    828264   MULTIJOC           266.69   547   DE_6_A_12_ANYS   170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.335.033   4.580.920.232   21.668.978   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J002-PV001-0003818JO    828264   GRONXADOR          266.69   547   DE_6_A_12_ANYS   170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.338.082   4.580.915.464   21.669.348   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J002-PV001-0004826JO    828264   MULTIJOC           266.69   547   DE_6_A_12_ANYS   170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.345.016   4.580.915.977   21.670.176   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J002-PV001-0004827JO    828264   MULTIJOC           266.69   547   DE_6_A_12_ANYS   170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.345.185   4.580.914.999   21.670.198   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J002-PV001-0004828JO    828264   MULTIJOC           266.69   547   DE_6_A_12_ANYS   170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.344.057   4.580.915.150   21.670.062   1016   Josep_Mª_Folch_i_Torres_Pl.
1016-01-J002-PV001-0004843JO    828264   SEIENT_GRONXADOR   266.69   547   DE_6_A_12_ANYS   170500   Pl     Josep_M._Folch_i_Torres      1    1   Ciutat_Vella    1   el_Raval                                430.337.648   4.580.915.131   21.669.296   1016   Josep_Mª_Folch_i_Torres_Pl.
1020-01-J001-PV001-0003046JO    660670   GRONXADOR          120.67   546   FINS_A_5_ANYS    112208   C      Escudellers                 61    1   Ciutat_Vella    2   el_Barri_Gotic                          431.203.360   4.581.324.777   21.772.349   1020   George_Orwell_Pl
1020-01-J001-PV001-0003047JO    660670   ALTRES_JOCS        120.67   546   FINS_A_5_ANYS    112208   C      Escudellers                 61    1   Ciutat_Vella    2   el_Barri_Gotic                          431.209.818   4.581.328.518   21.773.117   1020   George_Orwell_Pl
1020-01-J001-PV001-0003048JO    660670   BALANCi            120.67   546   FINS_A_5_ANYS    112208   C      Escudellers                 61    1   Ciutat_Vella    2   el_Barri_Gotic                          431.207.746   4.581.324.231   21.772.874   1020   George_Orwell_Pl
1020-01-J001-PV001-0003049JO    660670   BALANCi            120.67   546   FINS_A_5_ANYS    112208   C      Escudellers                 61    1   Ciutat_Vella    2   el_Barri_Gotic                          431.204.182   4.581.328.437   21.772.443   1020   George_Orwell_Pl
1020-01-J001-PV001-0003050JO    660670   BALANCi            120.67   546   FINS_A_5_ANYS    112208   C      Escudellers                 61    1   Ciutat_Vella    2   el_Barri_Gotic                          431.201.553   4.581.328.563   21.772.128   1020   George_Orwell_Pl
1020-01-J001-PV001-0003051JO    660670   GRONXADOR          120.67   546   FINS_A_5_ANYS    112208   C      Escudellers                 61    1   Ciutat_Vella    2   el_Barri_Gotic                          431.206.827   4.581.329.165   21.772.758   1020   George_Orwell_Pl
1020-01-J001-PV001-0004846JO    660670   SEIENT_GRONXADOR   120.67   546   FINS_A_5_ANYS    112208   C      Escudellers                 61    1   Ciutat_Vella    2   el_Barri_Gotic                          431.203.489   4.581.324.863   21.772.364   1020   George_Orwell_Pl
1020-01-J001-PV001-0004847JO    660670   SEIENT_GRONXADOR   120.67   546   FINS_A_5_ANYS    112208   C      Escudellers                 61    1   Ciutat_Vella    2   el_Barri_Gotic                          431.206.641   4.581.329.019   21.772.736   1020   George_Orwell_Pl
1024-01-J001-PV002-0004125JO    932654   MULTIJOC           116.42   547   DE_6_A_12_ANYS   140203   Av     Drassanes                  170    1   Ciutat_Vella    1   el_Raval                                430.857.752   4.580.961.749   21.731.434   1024   Voltes_d'en_Cires_Jardins
1024-01-J001-PV002-0004127JO    932654   BALANCi            116.42   547   DE_6_A_12_ANYS   140203   Av     Drassanes                  170    1   Ciutat_Vella    1   el_Raval                                430.853.658   4.580.957.045   21.730.950   1024   Voltes_d'en_Cires_Jardins
1024-01-J002-PV001-0004124JO    932653   ALTRES_JOCS        219.91   549   MIXTA            140203   Av     Drassanes                  170    1   Ciutat_Vella    1   el_Raval                                430.850.176   4.580.951.804   21.730.540   1024   Voltes_d'en_Cires_Jardins
1024-01-J002-PV001-0004126JO    932653   MULTIJOC           219.91   549   MIXTA            140203   Av     Drassanes                  170    1   Ciutat_Vella    1   el_Raval                                430.855.198   4.580.949.390   21.731.143   1024   Voltes_d'en_Cires_Jardins
1027-02-J001-PV001-0003042JO    660630   GRONXADOR          92.12    549   MIXTA            363401   Pl     Vila_de_Madrid              19    1   Ciutat_Vella    2   el_Barri_Gotic                          430.786.683   4.581.785.046   21.721.996   1027   Vila_de_Madrid_Pl
1027-02-J001-PV001-0003043JO    660630   BALANCi            92.12    549   MIXTA            363401   Pl     Vila_de_Madrid              19    1   Ciutat_Vella    2   el_Barri_Gotic                          430.780.488   4.581.783.006   21.721.257   1027   Vila_de_Madrid_Pl
1027-02-J001-PV001-0003044JO    660630   VA_I_Ve            92.12    549   MIXTA            363401   Pl     Vila_de_Madrid              19    1   Ciutat_Vella    2   el_Barri_Gotic                          430.784.104   4.581.784.643   21.721.688   1027   Vila_de_Madrid_Pl
1027-02-J001-PV001-0003045JO    660630   TOBOGAN            92.12    549   MIXTA            363401   Pl     Vila_de_Madrid              19    1   Ciutat_Vella    2   el_Barri_Gotic                          430.779.447   4.581.784.995   21.721.131   1027   Vila_de_Madrid_Pl
1027-02-J001-PV001-0004848JO    660630   SEIENT_GRONXADOR   92.12    549   MIXTA            363401   Pl     Vila_de_Madrid              19    1   Ciutat_Vella    2   el_Barri_Gotic                          430.786.859   4.581.785.151   21.722.017   1027   Vila_de_Madrid_Pl
1027-02-J001-PV001-0004849JO    660630   SEIENT_GRONXADOR   92.12    549   MIXTA            363401   Pl     Vila_de_Madrid              19    1   Ciutat_Vella    2   el_Barri_Gotic                          430.786.566   4.581.784.885   21.721.982   1027   Vila_de_Madrid_Pl
1030-01-J001-PV001-0000251JO     41951   VA_I_Ve            243.65   547   DE_6_A_12_ANYS   358605   Pl     Vicenç_Martorell          9999    1   Ciutat_Vella    1   el_Raval                                430.528.145   4.581.747.483   21.691.121   1030   Vicenç_Martorell_Pl
1030-01-J001-PV001-0000252JO     41951   GRONXADOR          243.65   547   DE_6_A_12_ANYS   358605   Pl     Vicenç_Martorell          9999    1   Ciutat_Vella    1   el_Raval                                430.518.892   4.581.760.599   21.689.999   1030   Vicenç_Martorell_Pl
1030-01-J001-PV001-0000253JO     41951   MULTIJOC           243.65   547   DE_6_A_12_ANYS   358605   Pl     Vicenç_Martorell          9999    1   Ciutat_Vella    1   el_Raval                                430.523.873   4.581.754.347   21.690.602   1030   Vicenç_Martorell_Pl
1030-01-J001-PV001-0000254JO     41951   VA_I_Ve            243.65   547   DE_6_A_12_ANYS   358605   Pl     Vicenç_Martorell          9999    1   Ciutat_Vella    1   el_Raval                                430.529.072   4.581.751.233   21.691.227   1030   Vicenç_Martorell_Pl
1030-01-J001-PV001-0004850JO     41951   SEIENT_GRONXADOR   243.65   547   DE_6_A_12_ANYS   358605   Pl     Vicenç_Martorell          9999    1   Ciutat_Vella    1   el_Raval                                430.518.510   4.581.760.246   21.689.954   1030   Vicenç_Martorell_Pl
1030-01-J001-PV001-0004851JO     41951   SEIENT_GRONXADOR   243.65   547   DE_6_A_12_ANYS   358605   Pl     Vicenç_Martorell          9999    1   Ciutat_Vella    1   el_Raval                                430.519.243   4.581.760.840   21.690.041   1030   Vicenç_Martorell_Pl
1031-01-J001-PV001-0000246JO     41925   GRONXADOR          339.50   547   DE_6_A_12_ANYS   127806   C      Floristes_de_la_Rambla       5    1   Ciutat_Vella    1   el_Raval                                430.575.157   4.581.474.981   21.697.055   1031   Doctor_Fleming_Jardi
1031-01-J001-PV001-0000247JO     41925   MULTIJOC           339.50   547   DE_6_A_12_ANYS   127806   C      Floristes_de_la_Rambla       5    1   Ciutat_Vella    1   el_Raval                                430.568.753   4.581.471.257   21.696.293   1031   Doctor_Fleming_Jardi
1031-01-J001-PV001-0000248JO     41925   MULTIJOC           339.50   547   DE_6_A_12_ANYS   127806   C      Floristes_de_la_Rambla       5    1   Ciutat_Vella    1   el_Raval                                430.570.634   4.581.467.440   21.696.523   1031   Doctor_Fleming_Jardi
1031-01-J001-PV001-0000249JO     41925   TAULA              339.50   547   DE_6_A_12_ANYS   127806   C      Floristes_de_la_Rambla       5    1   Ciutat_Vella    1   el_Raval                                430.578.204   4.581.468.055   21.697.427   1031   Doctor_Fleming_Jardi
1031-01-J001-PV001-0000250JO     41925   ALTRES_JOCS        339.50   547   DE_6_A_12_ANYS   127806   C      Floristes_de_la_Rambla       5    1   Ciutat_Vella    1   el_Raval                                430.582.416   4.581.470.127   21.697.929   1031   Doctor_Fleming_Jardi
1031-01-J001-PV001-0004852JO     41925   SEIENT_GRONXADOR   339.50   547   DE_6_A_12_ANYS   127806   C      Floristes_de_la_Rambla       5    1   Ciutat_Vella    1   el_Raval                                430.575.499   4.581.475.211   21.697.096   1031   Doctor_Fleming_Jardi
