Data_Referencia Codi_Districte Nom_Districte Codi_Barri    Nom_Barri   AEB       Valor        SEXE       EDAT_1
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      13   1   86
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      11   1   87
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      10   1   88
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      9    1   89
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      5    1   90
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      9    1   91
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      6    1   92
2020-01-01   1 Ciutat_Vella   1 el_Raval   2 ..        1   93
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      6    1   94
2020-01-01   1 Ciutat_Vella   1 el_Raval   2 ..        1   95
2020-01-01   1 Ciutat_Vella   1 el_Raval   2 ..        1   96
2020-01-01   1 Ciutat_Vella   1 el_Raval   2 ..        1   97
2020-01-01   1 Ciutat_Vella   1 el_Raval   2 ..        1   98
2020-01-01   1 Ciutat_Vella   1 el_Raval   2 ..        1   99
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      36   2   0
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      44   2   1
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      44   2   2
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      43   2   3
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      37   2   4
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      36   2   5
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      52   2   6
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      49   2   7
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      32   2   8
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      42   2   9
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      42   2   10
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      41   2   11
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      23   2   12
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      28   2   13
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      40   2   14
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      51   2   15
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      53   2   16
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      65   2   17
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      81   2   18
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      42   2   19
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      35   2   20
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      36   2   21
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      45   2   22
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   43   2   23
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   65   2   24
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   50   2   25
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   89   2   26
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   86   2   27
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   72   2   28
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   80   2   29
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   99   2   30
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   78   2   31
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   78   2   32
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   81   2   33
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   73   2   34
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   80   2   35
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   67   2   36
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   66   2   37
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   82   2   38
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   78   2   39
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   68   2   40
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   60   2   41
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   59   2   42
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   56   2   43
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   68   2   44
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   49   2   45
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   51   2   46
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   60   2   47
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   48   2   48
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   51   2   49
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   62   2   50
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   55   2   51
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   37   2   52
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   29   2   53
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   44   2   54
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   32   2   55
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   25   2   56
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   32   2   57
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   21   2   58
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   32   2   59
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   37   2   60
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   19   2   61
2020-01-01   1 Ciutat_Vella   1 el_Raval   2   21   2   62
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      22   2   63
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      28   2   64
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      21   2   65
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      25   2   66
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      21   2   67
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      17   2   68
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      18   2   69
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      17   2   70
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      16   2   71
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      11   2   72
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      16   2   73
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      14   2   74
2020-01-01   1 Ciutat_Vella   1 el_Raval   2      15   2   75
