codi                           codi_carrer        tipus_via   nom_carrer           numero_postal          codi_districte        nom_districte   codi_barri        nom_barri                    x_etrs89                 y_etrs89                   longitud                latitud                 espai_verd_codi        espai_verd_nom
1132-02-J001-PV001-0004077JO   701367   Rbla   Raval                      12   1   Ciutat_Vella    1   el_Raval                                430.498.083   4.581.166.897   21.688.191   413.790.233   1132   Raval_Rbla.
1132-02-J001-PV001-0004078JO   701367   Rbla   Raval                      12   1   Ciutat_Vella    1   el_Raval                                430.486.221   4.581.174.268   21.686.765   413.790.887   1132   Raval_Rbla.
1132-02-J001-PV001-0004079JO   701367   Rbla   Raval                      12   1   Ciutat_Vella    1   el_Raval                                430.488.136   4.581.175.651   21.686.992   413.791.013   1132   Raval_Rbla.
1132-02-J001-PV001-0004080JO   701367   Rbla   Raval                      12   1   Ciutat_Vella    1   el_Raval                                430.490.831   4.581.175.155   21.687.315   413.790.971   1132   Raval_Rbla.
1132-02-J001-PV001-0004081JO   701367   Rbla   Raval                      12   1   Ciutat_Vella    1   el_Raval                                430.492.997   4.581.168.249   21.687.582   413.790.351   1132   Raval_Rbla.
1132-02-J001-PV001-0004082JO   701367   Rbla   Raval                      12   1   Ciutat_Vella    1   el_Raval                                430.499.748   4.581.160.194   21.688.398   413.789.631   1132   Raval_Rbla.
1132-02-J001-PV001-0004083JO   701367   Rbla   Raval                      12   1   Ciutat_Vella    1   el_Raval                                430.501.394   4.581.162.124   21.688.593   413.789.806   1132   Raval_Rbla.
1137-01-J001-PV001-0002397JO   208602   C      Mercaders                  25   1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   431.242.952   4.581.864.010   21.776.471   413.853.660   1137   Mercaders__26_c.
1137-01-J001-PV001-0002398JO   208602   C      Mercaders                  25   1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   431.240.768   4.581.860.837   21.776.214   413.853.373   1137   Mercaders__26_c.
1141-01-J001-PV001-0000284JO   240106   Pl     Pedro                    9999   1   Ciutat_Vella    1   el_Raval                                430.329.058   4.581.255.075   21.667.878   413.798.029   1141   Martina_CastellsPcta
1141-01-J001-PV001-0000285JO   240106   Pl     Pedro                    9999   1   Ciutat_Vella    1   el_Raval                                430.331.812   4.581.249.000   21.668.215   413.797.484   1141   Martina_CastellsPcta
1141-01-J001-PV001-0000286JO   240106   Pl     Pedro                    9999   1   Ciutat_Vella    1   el_Raval                                430.328.505   4.581.250.047   21.667.818   413.797.576   1141   Martina_CastellsPcta
1141-01-J001-PV001-0000287JO   240106   Pl     Pedro                    9999   1   Ciutat_Vella    1   el_Raval                                430.333.804   4.581.254.070   21.668.447   413.797.943   1141   Martina_CastellsPcta
1144-01-J001-PV001-0002640JO    62303   C      Capellans                  18   1   Ciutat_Vella    2   el_Barri_Gotic                          430.974.028   4.581.878.354   21.744.294   413.854.722   1144   Vuit_de_Març_Pl._(Duran_i_Bas_c.)
1144-01-J001-PV001-0002641JO    62303   C      Capellans                  18   1   Ciutat_Vella    2   el_Barri_Gotic                          430.977.957   4.581.875.653   21.744.767   413.854.482   1144   Vuit_de_Març_Pl._(Duran_i_Bas_c.)
1144-01-J001-PV001-0002642JO    62303   C      Capellans                  18   1   Ciutat_Vella    2   el_Barri_Gotic                          430.979.121   4.581.868.848   21.744.914   413.853.870   1144   Vuit_de_Març_Pl._(Duran_i_Bas_c.)
1144-01-J001-PV001-0002643JO    62303   C      Capellans                  18   1   Ciutat_Vella    2   el_Barri_Gotic                          430.982.103   4.581.870.089   21.745.269   413.853.985   1144   Vuit_de_Març_Pl._(Duran_i_Bas_c.)
1147-01-J001-PV001-0003144JO   132952   Av     Francesc_Cambo             13   1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   431.222.729   4.581.926.858   21.773.981   413.859.304   1147   Francesc_Cambo_AV._12
1147-01-J001-PV001-0003145JO   132952   Av     Francesc_Cambo             13   1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   431.225.212   4.581.929.240   21.774.276   413.859.520   1147   Francesc_Cambo_AV._12
1147-01-J001-PV001-0003146JO   132952   Av     Francesc_Cambo             13   1   Ciutat_Vella    4   Sant_Pere,_Santa_Caterina_i_la_Ribera   431.228.449   4.581.932.485   21.774.659   413.859.815   1147   Francesc_Cambo_AV._12
1148-01-J001-PV001-0003728JO    82901   Pg     Colom                      31   1   Ciutat_Vella    2   el_Barri_Gotic                          431.439.758   4.581.053.301   21.800.925   413.780.810   1148   Colom_Pg.(jocs_infantils)
1148-01-J001-PV001-0003729JO    82901   Pg     Colom                      31   1   Ciutat_Vella    2   el_Barri_Gotic                          431.447.386   4.581.063.903   21.801.825   413.781.771   1148   Colom_Pg.(jocs_infantils)
1148-01-J001-PV001-0003730JO    82901   Pg     Colom                      31   1   Ciutat_Vella    2   el_Barri_Gotic                          431.443.404   4.581.058.069   21.801.355   413.781.243   1148   Colom_Pg.(jocs_infantils)
1148-01-J001-PV001-0004863JO    82901   Pg     Colom                      31   1   Ciutat_Vella    2   el_Barri_Gotic                          431.447.614   4.581.064.140   21.801.852   413.781.793   1148   Colom_Pg.(jocs_infantils)
1148-01-J001-PV001-0004864JO    82901   Pg     Colom                      31   1   Ciutat_Vella    2   el_Barri_Gotic                          431.447.163   4.581.063.575   21.801.799   413.781.742   1148   Colom_Pg.(jocs_infantils)
2012-02-J001-PV001-0003707JO    70607   C      Casanova                  149   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.153.587   4.582.417.345   21.525.956   413.901.684   2012   Doctor_Duran_i_Reynals_Jardins_del
2012-02-J001-PV001-0003708JO    70607   C      Casanova                  149   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.135.647   4.582.435.475   21.523.789   413.903.301   2012   Doctor_Duran_i_Reynals_Jardins_del
2012-02-J001-PV001-0003709JO    70607   C      Casanova                  149   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.139.310   4.582.431.727   21.524.232   413.902.967   2012   Doctor_Duran_i_Reynals_Jardins_del
2012-02-J001-PV001-0003714JO    70607   C      Casanova                  149   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.150.005   4.582.420.841   21.525.524   413.901.996   2012   Doctor_Duran_i_Reynals_Jardins_del
2012-02-J002-PV001-0003710JO    70607   C      Casanova                  149   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.219.410   4.582.350.869   21.533.906   413.895.755   2012   Doctor_Duran_i_Reynals_Jardins_del
2012-02-J002-PV001-0003711JO    70607   C      Casanova                  149   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.205.048   4.582.365.289   21.532.172   413.897.041   2012   Doctor_Duran_i_Reynals_Jardins_del
2012-02-J002-PV001-0003712JO    70607   C      Casanova                  149   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.216.602   4.582.353.546   21.533.567   413.895.994   2012   Doctor_Duran_i_Reynals_Jardins_del
2012-02-J002-PV001-0003713JO    70607   C      Casanova                  149   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.202.120   4.582.368.493   21.531.818   413.897.327   2012   Doctor_Duran_i_Reynals_Jardins_del
2013-01-J001-PV001-0004066JO   220233   Jard   Montserrat                  0   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.584.062   4.581.902.374   21.458.449   413.854.799   2013   Montserrat_Jardins
2013-01-J001-PV001-0004067JO   220233   Jard   Montserrat                  0   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.572.923   4.581.895.676   21.457.125   413.854.186   2013   Montserrat_Jardins
2013-01-J001-PV001-0004068JO   220233   Jard   Montserrat                  0   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.577.692   4.581.898.974   21.457.691   413.854.487   2013   Montserrat_Jardins
2013-01-V045-SV002-0004069JO   220233   Jard   Montserrat                  0   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.563.670   4.581.900.415   21.456.013   413.854.605   2013   Montserrat_Jardins
2020-01-J001-PV002-0001118JO    18505   C      Arago                     215   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.803.411   4.582.292.902   21.603.819   413.891.046   2020   Doctor_Letamendi_pl._del
2020-01-J002-PV002-0001117JO    18505   C      Arago                     215   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.824.628   4.582.314.060   21.606.332   413.892.970   2020   Doctor_Letamendi_pl._del
2020-01-J002-PV002-0001120JO    18505   C      Arago                     215   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.821.012   4.582.309.707   21.605.904   413.892.575   2020   Doctor_Letamendi_pl._del
2020-01-J002-PV002-0001121JO    18505   C      Arago                     215   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.816.867   4.582.313.418   21.605.404   413.892.905   2020   Doctor_Letamendi_pl._del
2020-01-J003-PV002-0001119JO    18505   C      Arago                     215   2   Eixample        8   l'Antiga_Esquerra_de_l'Eixample         429.859.802   4.582.276.646   21.610.582   413.889.631   2020   Doctor_Letamendi_pl._del
2036-01-J001-PV001-0002901JO   287201   Av     Roma                       92   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          429.003.834   4.581.679.442   21.508.911   413.835.092   2036   Roma_Av._-_Calabria_c._-_Valencia_c.
2036-01-J001-PV001-0002902JO   287201   Av     Roma                       92   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          429.000.777   4.581.676.841   21.508.548   413.834.855   2036   Roma_Av._-_Calabria_c._-_Valencia_c.
2036-01-J001-PV001-0002903JO   287201   Av     Roma                       92   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.997.987   4.581.674.774   21.508.217   413.834.666   2036   Roma_Av._-_Calabria_c._-_Valencia_c.
2036-01-J001-PV001-0002904JO   287201   Av     Roma                       92   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.993.691   4.581.672.108   21.507.706   413.834.423   2036   Roma_Av._-_Calabria_c._-_Valencia_c.
2036-01-J001-PV001-0002905JO   287201   Av     Roma                       92   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.988.872   4.581.668.669   21.507.134   413.834.109   2036   Roma_Av._-_Calabria_c._-_Valencia_c.
2036-01-J001-PV001-0004865JO   287201   Av     Roma                       92   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.989.106   4.581.668.758   21.507.162   413.834.117   2036   Roma_Av._-_Calabria_c._-_Valencia_c.
2036-01-J001-PV001-0004866JO   287201   Av     Roma                       92   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.988.648   4.581.668.342   21.507.108   413.834.079   2036   Roma_Av._-_Calabria_c._-_Valencia_c.
2037-01-J001-PV001-0001110JO   335100   Pl     Tetuan                   9999   2   Eixample        7   la_Dreta_de_l'Eixample                  431.045.959   4.582.925.797   21.751.704   413.949.124   2037   Doctor_Robert_Jardins__(Tetuan_Pl.)
2037-01-J001-PV001-0001111JO   335100   Pl     Tetuan                   9999   2   Eixample        7   la_Dreta_de_l'Eixample                  431.053.837   4.582.928.551   21.752.643   413.949.378   2037   Doctor_Robert_Jardins__(Tetuan_Pl.)
2037-01-J001-PV001-0001112JO   335100   Pl     Tetuan                   9999   2   Eixample        7   la_Dreta_de_l'Eixample                  431.044.422   4.582.931.464   21.751.514   413.949.633   2037   Doctor_Robert_Jardins__(Tetuan_Pl.)
2037-01-J001-PV001-0001113JO   335100   Pl     Tetuan                   9999   2   Eixample        7   la_Dreta_de_l'Eixample                  431.050.288   4.582.933.471   21.752.213   413.949.819   2037   Doctor_Robert_Jardins__(Tetuan_Pl.)
2037-01-J001-PV001-0004867JO   335100   Pl     Tetuan                   9999   2   Eixample        7   la_Dreta_de_l'Eixample                  431.050.544   4.582.933.653   21.752.243   413.949.835   2037   Doctor_Robert_Jardins__(Tetuan_Pl.)
2040-01-J001-PV001-0003580JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.563.705   4.582.692.063   21.813.895   413.928.514   2040   Andre_Malraux_Pl.
2040-01-J001-PV001-0003582JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.560.879   4.582.685.205   21.813.565   413.927.894   2040   Andre_Malraux_Pl.
2040-01-J002-PV001-0003574JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.591.877   4.582.692.648   21.817.264   413.928.591   2040   Andre_Malraux_Pl.
2040-01-J002-PV001-0003575JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.593.765   4.582.690.451   21.817.492   413.928.395   2040   Andre_Malraux_Pl.
2040-01-J002-PV001-0003576JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.595.529   4.582.687.974   21.817.706   413.928.173   2040   Andre_Malraux_Pl.
2040-01-J002-PV001-0003578JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.589.121   4.582.687.603   21.816.940   413.928.134   2040   Andre_Malraux_Pl.
2040-01-J002-PV001-0003583JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.589.050   4.582.696.315   21.816.921   413.928.919   2040   Andre_Malraux_Pl.
2040-01-J002-PV001-0003584JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.586.164   4.582.681.724   21.816.593   413.927.602   2040   Andre_Malraux_Pl.
2040-01-J002-PV001-0003585JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.600.132   4.582.693.425   21.818.250   413.928.668   2040   Andre_Malraux_Pl.
2040-01-J002-PV001-0004868JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.590.125   4.582.688.053   21.817.059   413.928.176   2040   Andre_Malraux_Pl.
2040-01-J002-PV001-0004869JO   281307   C      Ribes                      15   2   Eixample        5   el_Fort_Pienc                           431.588.221   4.582.686.611   21.816.833   413.928.044   2040   Andre_Malraux_Pl.
2044-01-J001-PV001-0003593JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.753.596   4.583.275.524   21.716.335   413.980.371   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J001-PV001-0003594JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.754.064   4.583.277.258   21.716.389   413.980.528   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J001-PV001-0003595JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.753.486   4.583.278.964   21.716.318   413.980.681   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J001-PV001-0003596JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.751.174   4.583.282.926   21.716.037   413.981.036   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J001-PV001-0003600JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.749.661   4.583.278.358   21.715.861   413.980.623   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J001-PV001-0003603JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.748.340   4.583.283.036   21.715.698   413.981.043   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J001-PV001-0003604JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.745.671   4.583.284.109   21.715.377   413.981.138   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J001-PV001-0003605JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.745.038   4.583.281.798   21.715.304   413.980.929   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J002-PV001-0003597JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.984.708   4.582.992.243   21.744.302   413.955.056   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J002-PV001-0003598JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.980.167   4.582.997.097   21.743.753   413.955.489   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J002-PV001-0003599JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.987.436   4.582.993.713   21.744.627   413.955.190   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J002-PV001-0003601JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.983.328   4.582.998.774   21.744.130   413.955.643   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J002-PV001-0003602JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.985.247   4.582.996.361   21.744.362   413.955.427   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2044-01-J002-PV001-0003606JO   305100   Pg     Sant_Joan                  57   2   Eixample        7   la_Dreta_de_l'Eixample                  430.980.794   4.583.000.846   21.743.824   413.955.827   2044   Sant_Joan_Pg._(G._V._de_les_Corts_Catalanes_-_Diagonal_Av.)
2047-01-J001-PV001-0003071JO   292201   Pl     Sagrada_Familia          9999   2   Eixample        6   la_Sagrada_Familia                      430.877.689   4.583.834.358   21.730.540   414.030.810   2047   Sagrada_Familia_Pl_de_la
2047-01-J001-PV001-0003072JO   292201   Pl     Sagrada_Familia          9999   2   Eixample        6   la_Sagrada_Familia                      430.876.966   4.583.839.525   21.730.448   414.031.275   2047   Sagrada_Familia_Pl_de_la
2047-01-J001-PV001-0003073JO   292201   Pl     Sagrada_Familia          9999   2   Eixample        6   la_Sagrada_Familia                      430.875.799   4.583.830.523   21.730.318   414.030.463   2047   Sagrada_Familia_Pl_de_la
2047-01-J001-PV001-0003074JO   292201   Pl     Sagrada_Familia          9999   2   Eixample        6   la_Sagrada_Familia                      430.880.411   4.583.837.191   21.730.863   414.031.068   2047   Sagrada_Familia_Pl_de_la
2047-01-J001-PV001-0003075JO   292201   Pl     Sagrada_Familia          9999   2   Eixample        6   la_Sagrada_Familia                      430.873.132   4.583.835.580   21.729.994   414.030.916   2047   Sagrada_Familia_Pl_de_la
2047-01-J002-PV001-0003068JO   292201   Pl     Sagrada_Familia          9999   2   Eixample        6   la_Sagrada_Familia                      430.893.102   4.583.833.235   21.732.385   414.030.722   2047   Sagrada_Familia_Pl_de_la
2047-01-J002-PV001-0003069JO   292201   Pl     Sagrada_Familia          9999   2   Eixample        6   la_Sagrada_Familia                      430.892.685   4.583.826.372   21.732.343   414.030.104   2047   Sagrada_Familia_Pl_de_la
2047-01-J002-PV001-0003070JO   292201   Pl     Sagrada_Familia          9999   2   Eixample        6   la_Sagrada_Familia                      430.885.760   4.583.822.975   21.731.519   414.029.792   2047   Sagrada_Familia_Pl_de_la
2047-01-J002-PV001-0004870JO   292201   Pl     Sagrada_Familia          9999   2   Eixample        6   la_Sagrada_Familia                      430.893.479   4.583.833.508   21.732.430   414.030.747   2047   Sagrada_Familia_Pl_de_la
2047-01-J002-PV001-0004871JO   292201   Pl     Sagrada_Familia          9999   2   Eixample        6   la_Sagrada_Familia                      430.892.753   4.583.832.649   21.732.344   414.030.669   2047   Sagrada_Familia_Pl_de_la
2048-01-J001-PV001-0001102JO   142355   Pl     Gaudi                   70210   2   Eixample        6   la_Sagrada_Familia                      431.116.127   4.583.995.157   21.758.880   414.045.498   2048   Antoni_Gaudi_pl._d'
2048-01-J001-PV001-0001103JO   142355   Pl     Gaudi                   70210   2   Eixample        6   la_Sagrada_Familia                      431.118.204   4.583.998.856   21.759.124   414.045.833   2048   Antoni_Gaudi_pl._d'
2048-01-J001-PV001-0001104JO   142355   Pl     Gaudi                   70210   2   Eixample        6   la_Sagrada_Familia                      431.117.076   4.583.992.648   21.758.996   414.045.272   2048   Antoni_Gaudi_pl._d'
2048-01-J001-PV001-0001105JO   142355   Pl     Gaudi                   70210   2   Eixample        6   la_Sagrada_Familia                      431.121.846   4.583.992.453   21.759.567   414.045.259   2048   Antoni_Gaudi_pl._d'
2048-01-J001-PV001-0001106JO   142355   Pl     Gaudi                   70210   2   Eixample        6   la_Sagrada_Familia                      431.113.227   4.584.000.586   21.758.527   414.045.984   2048   Antoni_Gaudi_pl._d'
2048-01-J001-PV001-0001107JO   142355   Pl     Gaudi                   70210   2   Eixample        6   la_Sagrada_Familia                      431.120.966   4.583.994.824   21.759.459   414.045.472   2048   Antoni_Gaudi_pl._d'
2048-01-J001-PV001-0004872JO   142355   Pl     Gaudi                   70210   2   Eixample        6   la_Sagrada_Familia                      431.113.613   4.584.000.898   21.758.573   414.046.013   2048   Antoni_Gaudi_pl._d'
2048-01-J001-PV001-0004873JO   142355   Pl     Gaudi                   70210   2   Eixample        6   la_Sagrada_Familia                      431.112.964   4.584.000.118   21.758.496   414.045.942   2048   Antoni_Gaudi_pl._d'
2050-01-J001-PV001-0001100JO   105304   C      Dos_de_Maig               210   2   Eixample        6   la_Sagrada_Familia                      431.704.598   4.584.147.376   21.829.105   414.059.710   2050   Arago_c._-_Enamorats_c._-_Dos_de_Maig_c.
2050-01-J001-PV001-0001101JO   105304   C      Dos_de_Maig               210   2   Eixample        6   la_Sagrada_Familia                      431.698.586   4.584.137.426   21.828.397   414.058.808   2050   Arago_c._-_Enamorats_c._-_Dos_de_Maig_c.
2050-01-J001-PV001-0004726JO   105304   C      Dos_de_Maig               210   2   Eixample        6   la_Sagrada_Familia                      431.704.251   4.584.146.899   21.829.064   414.059.666   2050   Arago_c._-_Enamorats_c._-_Dos_de_Maig_c.
2050-01-J001-PV001-0004727JO   105304   C      Dos_de_Maig               210   2   Eixample        6   la_Sagrada_Familia                      431.705.022   4.584.147.862   21.829.155   414.059.754   2050   Arago_c._-_Enamorats_c._-_Dos_de_Maig_c.
2051-02-J001-PV001-0001095JO   144601   Av     Diagonal                  288   2   Eixample        6   la_Sagrada_Familia                      431.759.280   4.583.806.435   21.836.031   414.029.049   2051   Diagonal_Av._(Castillejos_c.-Cartagena_c.)
2051-02-J001-PV001-0001096JO   144601   Av     Diagonal                  288   2   Eixample        6   la_Sagrada_Familia                      431.756.934   4.583.809.553   21.835.746   414.029.327   2051   Diagonal_Av._(Castillejos_c.-Cartagena_c.)
2051-02-J001-PV001-0001097JO   144601   Av     Diagonal                  288   2   Eixample        6   la_Sagrada_Familia                      431.756.961   4.583.805.298   21.835.754   414.028.944   2051   Diagonal_Av._(Castillejos_c.-Cartagena_c.)
2051-02-J001-PV001-0003061JO   144601   Av     Diagonal                  288   2   Eixample        6   la_Sagrada_Familia                      431.764.466   4.583.812.068   21.836.645   414.029.560   2051   Diagonal_Av._(Castillejos_c.-Cartagena_c.)
2052-01-J001-PV001-0000077JO   213908   Av     Mistral                    10   2   Eixample       10   Sant_Antoni                             429.671.020   4.580.987.292   21.589.501   413.773.338   2052   L'Alguer_Jardins_
2053-01-J001-PV001-0003147JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.790.318   4.581.164.581   21.483.982   413.788.532   2053   Joan_Miro_Parc_de
2053-01-J002-PV002-0003386JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.771.979   4.581.146.514   21.481.810   413.786.888   2053   Joan_Miro_Parc_de
2053-01-J003-PV001-0000142JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.793.845   4.581.138.009   21.484.435   413.786.142   2053   Joan_Miro_Parc_de
2053-01-J004-PV004-0000126JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.761.144   4.581.183.875   21.480.471   413.790.244   2053   Joan_Miro_Parc_de
2053-01-J004-PV004-0000129JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.760.023   4.581.186.077   21.480.334   413.790.441   2053   Joan_Miro_Parc_de
2053-01-J004-PV004-0000132JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.762.767   4.581.185.102   21.480.664   413.790.356   2053   Joan_Miro_Parc_de
2053-01-J004-PV004-0000133JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.755.703   4.581.178.449   21.479.827   413.789.750   2053   Joan_Miro_Parc_de
2053-01-J004-PV004-0000137JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.766.775   4.581.188.948   21.481.138   413.790.705   2053   Joan_Miro_Parc_de
2053-01-J004-PV004-0004874JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.756.273   4.581.178.986   21.479.894   413.789.799   2053   Joan_Miro_Parc_de
2053-01-J004-PV004-0004875JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.755.107   4.581.177.707   21.479.756   413.789.683   2053   Joan_Miro_Parc_de
2053-01-J005-PV001-0000127JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.752.978   4.581.154.702   21.479.529   413.787.609   2053   Joan_Miro_Parc_de
2053-01-J005-PV001-0000131JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.755.944   4.581.153.515   21.479.885   413.787.505   2053   Joan_Miro_Parc_de
2053-01-J005-PV001-0000134JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.752.488   4.581.150.623   21.479.475   413.787.241   2053   Joan_Miro_Parc_de
2053-01-J005-PV001-0000143JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.757.560   4.581.150.799   21.480.081   413.787.261   2053   Joan_Miro_Parc_de
2053-01-J005-PV001-0000152JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.761.665   4.581.152.533   21.480.570   413.787.421   2053   Joan_Miro_Parc_de
2053-01-J005-PV001-0004876JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.752.756   4.581.150.815   21.479.507   413.787.259   2053   Joan_Miro_Parc_de
2053-01-J006-PV056-0004563JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.820.856   4.581.075.899   21.487.738   413.780.571   2053   Joan_Miro_Parc_de
2053-01-J006-PV057-0004562JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.824.138   4.581.079.924   21.488.126   413.780.937   2053   Joan_Miro_Parc_de
2053-01-J006-PV065-0004560JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.817.263   4.581.089.981   21.487.292   413.781.837   2053   Joan_Miro_Parc_de
2053-01-J006-PV065-0004561JO   246248   Parc   Joan_Miro                 860   2   Eixample        9   la_Nova_Esquerra_de_l'Eixample          428.805.042   4.581.085.440   21.485.836   413.781.417   2053   Joan_Miro_Parc_de
