codi                           area_joc_id       tipus              area_joc_superficie_m2   area_joc_tipus_edat_id         area_joc_tipus_edat_nom
1027-02-J001-PV001-0003043JO    660630   BALANCi            92.12    549   MIXTA
1027-02-J001-PV001-0003044JO    660630   VA_I_Ve            92.12    549   MIXTA
1027-02-J001-PV001-0003045JO    660630   TOBOGAN            92.12    549   MIXTA
1027-02-J001-PV001-0004848JO    660630   SEIENT_GRONXADOR   92.12    549   MIXTA
1027-02-J001-PV001-0004849JO    660630   SEIENT_GRONXADOR   92.12    549   MIXTA
1030-01-J001-PV001-0000251JO     41951   VA_I_Ve            243.65   547   DE_6_A_12_ANYS
1030-01-J001-PV001-0000252JO     41951   GRONXADOR          243.65   547   DE_6_A_12_ANYS
1030-01-J001-PV001-0000253JO     41951   MULTIJOC           243.65   547   DE_6_A_12_ANYS
1030-01-J001-PV001-0000254JO     41951   VA_I_Ve            243.65   547   DE_6_A_12_ANYS
1030-01-J001-PV001-0004850JO     41951   SEIENT_GRONXADOR   243.65   547   DE_6_A_12_ANYS
1030-01-J001-PV001-0004851JO     41951   SEIENT_GRONXADOR   243.65   547   DE_6_A_12_ANYS
1031-01-J001-PV001-0000246JO     41925   GRONXADOR          339.50   547   DE_6_A_12_ANYS
1031-01-J001-PV001-0000247JO     41925   MULTIJOC           339.50   547   DE_6_A_12_ANYS
1031-01-J001-PV001-0000248JO     41925   MULTIJOC           339.50   547   DE_6_A_12_ANYS
1031-01-J001-PV001-0000249JO     41925   TAULA              339.50   547   DE_6_A_12_ANYS
1031-01-J001-PV001-0000250JO     41925   ALTRES_JOCS        339.50   547   DE_6_A_12_ANYS
1031-01-J001-PV001-0004852JO     41925   SEIENT_GRONXADOR   339.50   547   DE_6_A_12_ANYS
1031-01-J001-PV001-0004853JO     41925   SEIENT_GRONXADOR   339.50   547   DE_6_A_12_ANYS
1041-01-J001-PV001-0000241JO     41911   ALTRES_JOCS        178.52   547   DE_6_A_12_ANYS
1041-01-J001-PV001-0000242JO     41911   MULTIJOC           178.52   547   DE_6_A_12_ANYS
1041-01-J001-PV001-0000243JO     41911   GRONXADOR          178.52   547   DE_6_A_12_ANYS
1041-01-J001-PV001-0000244JO     41911   BALANCi            178.52   547   DE_6_A_12_ANYS
1041-01-J001-PV001-0004854JO     41911   SEIENT_GRONXADOR   178.52   547   DE_6_A_12_ANYS
1041-01-J001-PV001-0004855JO     41911   SEIENT_GRONXADOR   178.52   547   DE_6_A_12_ANYS
1045-01-J001-PV005-0004606JO     41893   GRONXADOR          90.03    549   MIXTA
1045-01-J001-PV005-0004607JO     41893   BALANCi            90.03    549   MIXTA
1045-01-J001-PV005-0004856JO     41893   SEIENT_GRONXADOR   90.03    549   MIXTA
1045-01-J002-PV005-0004604JO     41894   CARRUSEL           90.45    549   MIXTA
1045-01-J002-PV005-0004605JO     41894   MULTIJOC           90.45    549   MIXTA
1051-04-J001-PV008-0004270JO   1001385   ALTRES_JOCS        257.87     0   -
1051-04-J001-PV008-0004271JO   1001385   ALTRES_JOCS        257.87     0   -
1051-04-J001-PV008-0004272JO   1001385   ALTRES_JOCS        257.87     0   -
1051-04-J001-PV008-0004273JO   1001385   ALTRES_JOCS        257.87     0   -
1051-04-J001-PV008-0004274JO   1001385   ALTRES_JOCS        257.87     0   -
1051-04-J001-PV008-0004275JO   1001385   ALTRES_JOCS        257.87     0   -
1051-04-J001-PV008-0004277JO   1001385   ALTRES_JOCS        257.87     0   -
1051-04-J001-PV008-0004278JO   1001385   ALTRES_JOCS        257.87     0   -
1051-04-J001-PV008-0004279JO   1001385   TOBOGAN            257.87     0   -
1051-04-J001-PV010-0004276JO   1001385   ALTRES_JOCS        257.87     0   -
1051-04-J002-PV012-0004435JO   1028213   ALTRES_JOCS        35.15      0   -
1051-04-J002-PV013-0004436JO   1028213   ALTRES_JOCS        35.15      0   -
1051-04-J002-PV014-0004324JO   1028213   SORRALET           35.15      0   -
1054-01-J001-PV002-0000223JO     41849   MULTIJOC           60.07    547   DE_6_A_12_ANYS
1054-01-J002-PV001-0003946JO    823443   ALTRES_JOCS        64.00    546   FINS_A_5_ANYS
1054-01-J002-PV001-0004482JO    823443   ALTRES_JOCS        64.00    546   FINS_A_5_ANYS
1054-01-J003-PV002-0000221JO     41850   VA_I_Ve            85.86    547   DE_6_A_12_ANYS
1054-01-J003-PV002-0000222JO     41850   ALTRES_JOCS        85.86    547   DE_6_A_12_ANYS
1055-01-J001-PV002-0000155JO     41717   BALANCi            278.43   549   MIXTA
1055-01-J001-PV002-0000156JO     41717   BALANCi            278.43   549   MIXTA
1055-01-J001-PV002-0000158JO     41717   MULTIJOC           278.43   549   MIXTA
1055-01-J001-PV002-0000159JO     41717   ALTRES_JOCS        278.43   549   MIXTA
1055-01-J001-PV002-0000160JO     41717   ALTRES_JOCS        278.43   549   MIXTA
1055-01-J001-PV002-0000161JO     41717   ALTRES_JOCS        278.43   549   MIXTA
1055-01-J001-PV002-0000162JO     41717   ALTRES_JOCS        278.43   549   MIXTA
1071-02-J001-PV003-0004236JO     41998   TOBOGAN            268.59   549   MIXTA
1071-02-J001-PV004-0004235JO     41998   ALTRES_JOCS        268.59   549   MIXTA
1071-02-J001-PV005-0004234JO     41998   ALTRES_JOCS        268.59   549   MIXTA
1071-02-J001-PV006-0004232JO     41998   ALTRES_JOCS        268.59   549   MIXTA
1071-02-J001-PV006-0004233JO     41998   ALTRES_JOCS        268.59   549   MIXTA
1092-01-J001-PV001-0000289JO     42126   VA_I_Ve            354.62   546   FINS_A_5_ANYS
1092-01-J001-PV001-0000292JO     42126   MULTIJOC           354.62   546   FINS_A_5_ANYS
1092-01-J001-PV001-0000293JO     42126   BALANCi            354.62   546   FINS_A_5_ANYS
1092-01-J001-PV001-0003942JO     42126   GRONXADOR          354.62   546   FINS_A_5_ANYS
1092-01-J001-PV001-0004857JO     42126   SEIENT_GRONXADOR   354.62   546   FINS_A_5_ANYS
1092-01-J001-PV001-0004858JO     42126   SEIENT_GRONXADOR   354.62   546   FINS_A_5_ANYS
1119-01-J001-PV001-0000279JO     42087   BALANCi            173.63   549   MIXTA
1119-01-J001-PV001-0000280JO     42087   BALANCi            173.63   549   MIXTA
1119-01-J001-PV001-0000281JO     42087   MULTIJOC           173.63   549   MIXTA
1119-01-J001-PV001-0000282JO     42087   VA_I_Ve            173.63   549   MIXTA
1119-01-J001-PV001-0000283JO     42087   BALANCi            173.63   549   MIXTA
1122-02-J001-PV001-0000273JO     42052   MULTIJOC           303.56   546   FINS_A_5_ANYS
1122-02-J001-PV001-0000275JO     42052   BALANCi            303.56   546   FINS_A_5_ANYS
1122-02-J001-PV001-0000277JO     42052   BALANCi            303.56   546   FINS_A_5_ANYS
1122-02-J001-PV001-0003198JO     42052   GRONXADOR          303.56   546   FINS_A_5_ANYS
1122-02-J001-PV001-0003199JO     42052   VA_I_Ve            303.56   546   FINS_A_5_ANYS
1122-02-J001-PV001-0004859JO     42052   SEIENT_GRONXADOR   303.56   546   FINS_A_5_ANYS
1122-02-J001-PV001-0004860JO     42052   SEIENT_GRONXADOR   303.56   546   FINS_A_5_ANYS
1122-02-J002-PV001-0000271JO     42051   GRONXADOR          240.65   547   DE_6_A_12_ANYS
1122-02-J002-PV001-0000272JO     42051   MULTIJOC           240.65   547   DE_6_A_12_ANYS
1122-02-J002-PV001-0000274JO     42051   VA_I_Ve            240.65   547   DE_6_A_12_ANYS
1122-02-J002-PV001-0003200JO     42051   ALTRES_JOCS        240.65   547   DE_6_A_12_ANYS
1122-02-J002-PV001-0004861JO     42051   SEIENT_GRONXADOR   240.65   547   DE_6_A_12_ANYS
1122-02-J002-PV001-0004862JO     42051   SEIENT_GRONXADOR   240.65   547   DE_6_A_12_ANYS
1128-02-J001-PV002-0003973JO    836481   MULTIJOC           229.28   547   DE_6_A_12_ANYS
1128-02-J001-PV002-0004723JO    836481   ALTRES_JOCS        229.28   547   DE_6_A_12_ANYS
1128-02-J001-PV002-0004724JO    836481   GRIMPAR            229.28   547   DE_6_A_12_ANYS
1128-02-J001-PV002-0004725JO    836481   TORRE_TOBOGAN      229.28   547   DE_6_A_12_ANYS
1130-01-J001-PV001-0004309JO    964202   MULTIJOC           112.36   546   FINS_A_5_ANYS
1130-01-J001-PV001-0004310JO    964202   BALANCi            112.36   546   FINS_A_5_ANYS
1130-01-J001-PV001-0004311JO    964202   BALANCi            112.36   546   FINS_A_5_ANYS
1130-01-J001-PV001-0004312JO    964202   BALANCi            112.36   546   FINS_A_5_ANYS
1130-01-J001-PV001-0004498JO    964202   EQUILIBRI          112.36   546   FINS_A_5_ANYS
1132-02-J001-PV001-0004077JO    930180   ALTRES_JOCS        194.20   549   MIXTA
1132-02-J001-PV001-0004078JO    930180   ALTRES_JOCS        194.20   549   MIXTA
1132-02-J001-PV001-0004079JO   930180   ALTRES_JOCS        194.20   549   MIXTA
1132-02-J001-PV001-0004080JO   930180   ALTRES_JOCS        194.20   549   MIXTA
1132-02-J001-PV001-0004081JO   930180   MULTIJOC           194.20   549   MIXTA
1132-02-J001-PV001-0004082JO   930180   TOBOGAN            194.20   549   MIXTA
1132-02-J001-PV001-0004083JO   930180   BALANCi            194.20   549   MIXTA
1137-01-J001-PV001-0002397JO   161095   BALANCi            72.99    549   MIXTA
1137-01-J001-PV001-0002398JO   161095   MULTIJOC           72.99    549   MIXTA
1141-01-J001-PV001-0000284JO    42110   BALANCi            83.46    549   MIXTA
1141-01-J001-PV001-0000285JO    42110   BALANCi            83.46    549   MIXTA
1141-01-J001-PV001-0000286JO    42110   TORRE_TOBOGAN      83.46    549   MIXTA
1141-01-J001-PV001-0000287JO    42110   BALANCi            83.46    549   MIXTA
1144-01-J001-PV001-0002640JO   204394   BALANCi            154.64   549   MIXTA
1144-01-J001-PV001-0002641JO   204394   MULTIJOC           154.64   549   MIXTA
1144-01-J001-PV001-0002642JO   204394   TOBOGAN            154.64   549   MIXTA
1144-01-J001-PV001-0002643JO   204394   BALANCi            154.64   549   MIXTA
1147-01-J001-PV001-0003144JO   664526   ALTRES_JOCS        55.36    546   FINS_A_5_ANYS
1147-01-J001-PV001-0003145JO   664526   ALTRES_JOCS        55.36    546   FINS_A_5_ANYS
1147-01-J001-PV001-0003146JO   664526   TOBOGAN            55.36    546   FINS_A_5_ANYS
1148-01-J001-PV001-0003728JO   826685   TOBOGAN            123.25   549   MIXTA
1148-01-J001-PV001-0003729JO   826685   GRONXADOR          123.25   549   MIXTA
1148-01-J001-PV001-0003730JO   826685   VA_I_Ve            123.25   549   MIXTA
1148-01-J001-PV001-0004863JO   826685   SEIENT_GRONXADOR   123.25   549   MIXTA
1148-01-J001-PV001-0004864JO   826685   SEIENT_GRONXADOR   123.25   549   MIXTA
2012-02-J001-PV001-0003707JO   816220   VA_I_Ve            175.69   549   MIXTA
2012-02-J001-PV001-0003708JO   816220   TOBOGAN            175.69   549   MIXTA
2012-02-J001-PV001-0003709JO   816220   BALANCi            175.69   549   MIXTA
2012-02-J001-PV001-0003714JO   816220   BALANCi            175.69   549   MIXTA
2012-02-J002-PV001-0003710JO   816221   VA_I_Ve            176.13   549   MIXTA
2012-02-J002-PV001-0003711JO   816221   BALANCi            176.13   549   MIXTA
2012-02-J002-PV001-0003712JO   816221   BALANCi            176.13   549   MIXTA
2012-02-J002-PV001-0003713JO   816221   MULTIJOC           176.13   549   MIXTA
2013-01-J001-PV001-0004066JO   928941   TORRE_TOBOGAN      352.93   549   MIXTA
2013-01-J001-PV001-0004067JO   928941   MULTIJOC           352.93   549   MIXTA
2013-01-J001-PV001-0004068JO   928941   GRONXADOR          352.93   549   MIXTA
2013-01-V045-SV002-0004069JO            BALANCi            451.65     0   -
2020-01-J001-PV002-0001118JO    46244   MULTIJOC           122.91   546   FINS_A_5_ANYS
2020-01-J002-PV002-0001117JO    46245   GRONXADOR          153.51   547   DE_6_A_12_ANYS
2020-01-J002-PV002-0001120JO    46245   MULTIJOC           153.51   547   DE_6_A_12_ANYS
2020-01-J002-PV002-0001121JO    46245   BALANCi            153.51   547   DE_6_A_12_ANYS
2020-01-J003-PV002-0001119JO    46246   MULTIJOC           115.93   547   DE_6_A_12_ANYS
2036-01-J001-PV001-0002901JO   586584   BALANCi            181.94   547   DE_6_A_12_ANYS
2036-01-J001-PV001-0002902JO   586584   BALANCi            181.94   547   DE_6_A_12_ANYS
2036-01-J001-PV001-0002903JO   586584   BALANCi            181.94   547   DE_6_A_12_ANYS
2036-01-J001-PV001-0002904JO   586584   GRIMPAR            181.94   547   DE_6_A_12_ANYS
2036-01-J001-PV001-0002905JO   586584   GRONXADOR          181.94   547   DE_6_A_12_ANYS
2036-01-J001-PV001-0004865JO   586584   SEIENT_GRONXADOR   181.94   547   DE_6_A_12_ANYS
2036-01-J001-PV001-0004866JO   586584   SEIENT_GRONXADOR   181.94   547   DE_6_A_12_ANYS
2037-01-J001-PV001-0001110JO    46200   TORRE_TOBOGAN      231.26   546   FINS_A_5_ANYS
2037-01-J001-PV001-0001111JO    46200   ALTRES_JOCS        231.26   546   FINS_A_5_ANYS
2037-01-J001-PV001-0001112JO    46200   VA_I_Ve            231.26   546   FINS_A_5_ANYS
2037-01-J001-PV001-0001113JO    46200   GRONXADOR          231.26   546   FINS_A_5_ANYS
2037-01-J001-PV001-0004867JO    46200   SEIENT_GRONXADOR   231.26   546   FINS_A_5_ANYS
2040-01-J001-PV001-0003580JO   747821   MULTIJOC           196.57   547   DE_6_A_12_ANYS
2040-01-J001-PV001-0003582JO   747821   ALTRES_JOCS        196.57   547   DE_6_A_12_ANYS
2040-01-J002-PV001-0003574JO   747820   BALANCi            392.93   546   FINS_A_5_ANYS
2040-01-J002-PV001-0003575JO   747820   BALANCi            392.93   546   FINS_A_5_ANYS
2040-01-J002-PV001-0003576JO   747820   BALANCi            392.93   546   FINS_A_5_ANYS
2040-01-J002-PV001-0003578JO   747820   GRONXADOR          392.93   546   FINS_A_5_ANYS
2040-01-J002-PV001-0003583JO   747820   ALTRES_JOCS        392.93   546   FINS_A_5_ANYS
2040-01-J002-PV001-0003584JO   747820   ALTRES_JOCS        392.93   546   FINS_A_5_ANYS
2040-01-J002-PV001-0003585JO   747820   BALANCi            392.93   546   FINS_A_5_ANYS
2040-01-J002-PV001-0004868JO   747820   SEIENT_GRONXADOR   392.93   546   FINS_A_5_ANYS
2040-01-J002-PV001-0004869JO   747820   SEIENT_GRONXADOR   392.93   546   FINS_A_5_ANYS
2044-01-J001-PV001-0003593JO   750536   ALTRES_JOCS        161.55   549   MIXTA
2044-01-J001-PV001-0003594JO   750536   ALTRES_JOCS        161.55   549   MIXTA
2044-01-J001-PV001-0003595JO   750536   ALTRES_JOCS        161.55   549   MIXTA
2044-01-J001-PV001-0003596JO   750536   ALTRES_JOCS        161.55   549   MIXTA
2044-01-J001-PV001-0003600JO   750536   MULTIJOC           161.55   549   MIXTA
2044-01-J001-PV001-0003603JO   750536   BALANCi            161.55   549   MIXTA
2044-01-J001-PV001-0003604JO   750536   BALANCi            161.55   549   MIXTA
2044-01-J001-PV001-0003605JO   750536   BALANCi            161.55   549   MIXTA
2044-01-J002-PV001-0003597JO   750537   VA_I_Ve            127.79   549   MIXTA
2044-01-J002-PV001-0003598JO   750537   VA_I_Ve            127.79   549   MIXTA
2044-01-J002-PV001-0003599JO   750537   VA_I_Ve            127.79   549   MIXTA
2044-01-J002-PV001-0003601JO   750537   BALANCi            127.79   549   MIXTA
2044-01-J002-PV001-0003602JO   750537   BALANCi            127.79   549   MIXTA
2044-01-J002-PV001-0003606JO   750537   ALTRES_JOCS        127.79   549   MIXTA
2047-01-J001-PV001-0003071JO   661222   TORRE_TOBOGAN      154.42   546   FINS_A_5_ANYS
2047-01-J001-PV001-0003072JO   661222   ALTRES_JOCS        154.42   546   FINS_A_5_ANYS
2047-01-J001-PV001-0003073JO   661222   BALANCi            154.42   546   FINS_A_5_ANYS
2047-01-J001-PV001-0003074JO   661222   BALANCi            154.42   546   FINS_A_5_ANYS
2047-01-J001-PV001-0003075JO   661222   BALANCi            154.42   546   FINS_A_5_ANYS
2047-01-J002-PV001-0003068JO   661224   GRONXADOR          274.47   547   DE_6_A_12_ANYS
2047-01-J002-PV001-0003069JO   661224   VA_I_Ve            274.47   547   DE_6_A_12_ANYS
2047-01-J002-PV001-0003070JO   661224   MULTIJOC           274.47   547   DE_6_A_12_ANYS
2047-01-J002-PV001-0004870JO   661224   SEIENT_GRONXADOR   274.47   547   DE_6_A_12_ANYS
2047-01-J002-PV001-0004871JO   661224   SEIENT_GRONXADOR   274.47   547   DE_6_A_12_ANYS
2048-01-J001-PV001-0001102JO    46163   ALTRES_JOCS        185.06   547   DE_6_A_12_ANYS
2048-01-J001-PV001-0001103JO    46163   ALTRES_JOCS        185.06   547   DE_6_A_12_ANYS
2048-01-J001-PV001-0001104JO    46163   ALTRES_JOCS        185.06   547   DE_6_A_12_ANYS
2048-01-J001-PV001-0001105JO    46163   TOBOGAN            185.06   547   DE_6_A_12_ANYS
2048-01-J001-PV001-0001106JO    46163   GRONXADOR          185.06   547   DE_6_A_12_ANYS
2048-01-J001-PV001-0001107JO    46163   BALANCi            185.06   547   DE_6_A_12_ANYS
2048-01-J001-PV001-0004872JO    46163   SEIENT_GRONXADOR   185.06   547   DE_6_A_12_ANYS
2048-01-J001-PV001-0004873JO    46163   SEIENT_GRONXADOR   185.06   547   DE_6_A_12_ANYS
2050-01-J001-PV001-0001100JO    46132   GRONXADOR          310.33   547   DE_6_A_12_ANYS
2050-01-J001-PV001-0001101JO    46132   MULTIJOC           310.33   547   DE_6_A_12_ANYS
2050-01-J001-PV001-0004726JO    46132   SEIENT_GRONXADOR   310.33   547   DE_6_A_12_ANYS
2050-01-J001-PV001-0004727JO    46132   SEIENT_GRONXADOR   310.33   547   DE_6_A_12_ANYS
2051-02-J001-PV001-0001095JO   729318   BALANCi            181.57     0   -
2051-02-J001-PV001-0001096JO   729318   BALANCi            181.57     0   -
2051-02-J001-PV001-0001097JO   729318   BALANCi            181.57     0   -
2051-02-J001-PV001-0003061JO   729318   ALTRES_JOCS        181.57     0   -
2052-01-J001-PV001-0000077JO    28866   MULTIJOC           75.70    547   DE_6_A_12_ANYS
2053-01-J001-PV001-0003147JO    38599   TIROLINA           127.51   547   DE_6_A_12_ANYS
2053-01-J002-PV002-0003386JO    38598   PIRaMIDE           191.46   547   DE_6_A_12_ANYS
2053-01-J003-PV001-0000142JO     38600   MULTIJOC           139.75   547   DE_6_A_12_ANYS
2053-01-J004-PV004-0000126JO     38596   BALANCi            247.23   547   DE_6_A_12_ANYS
2053-01-J004-PV004-0000129JO     38596   BALANCi            247.23   547   DE_6_A_12_ANYS
2053-01-J004-PV004-0000132JO     38596   BALANCi            247.23   547   DE_6_A_12_ANYS
2053-01-J004-PV004-0000133JO     38596   GRONXADOR          247.23   547   DE_6_A_12_ANYS
2053-01-J004-PV004-0000137JO     38596   TORRE_TOBOGAN      247.23   547   DE_6_A_12_ANYS
2053-01-J004-PV004-0004874JO     38596   SEIENT_GRONXADOR   247.23   547   DE_6_A_12_ANYS
2053-01-J004-PV004-0004875JO     38596   SEIENT_GRONXADOR   247.23   547   DE_6_A_12_ANYS
2053-01-J005-PV001-0000127JO     38597   BALANCi            171.18   546   FINS_A_5_ANYS
2053-01-J005-PV001-0000131JO     38597   BALANCi            171.18   546   FINS_A_5_ANYS
2053-01-J005-PV001-0000134JO     38597   GRONXADOR          171.18   546   FINS_A_5_ANYS
2053-01-J005-PV001-0000143JO     38597   VA_I_Ve            171.18   546   FINS_A_5_ANYS
2053-01-J005-PV001-0000152JO     38597   ALTRES_JOCS        171.18   546   FINS_A_5_ANYS
2053-01-J005-PV001-0004876JO     38597   SEIENT_GRONXADOR   171.18   546   FINS_A_5_ANYS
2053-01-J006-PV056-0004563JO   1021298   BALANCi            448.12   549   MIXTA
2053-01-J006-PV057-0004562JO   1021298   BALANCi            448.12   549   MIXTA
2053-01-J006-PV065-0004560JO   1021298   ALTRES_JOCS        448.12   549   MIXTA
2053-01-J006-PV065-0004561JO   1021298   GRONXADOR          448.12   549   MIXTA
2053-01-J006-PV065-0004564JO   1021298   ALTRES_JOCS        448.12   549   MIXTA
2053-01-J006-PV065-0004565JO   1021298   ALTRES_JOCS        448.12   549   MIXTA
2053-01-J006-PV065-0004567JO   1021298   GRIMPAR            448.12   549   MIXTA
2053-01-J006-PV065-0004568JO   1021298   TOBOGAN            448.12   549   MIXTA
2053-01-J006-PV065-0004830JO   1021298   SEIENT_GRONXADOR   448.12   549   MIXTA
2053-01-J006-PV066-0004566JO   1021298   TAULA_SORRAL       448.12   549   MIXTA
2057-01-J001-PV001-0002891JO    585959   ALTRES_JOCS        165.92   546   FINS_A_5_ANYS
2057-01-J001-PV001-0002892JO    585959   VA_I_Ve            165.92   546   FINS_A_5_ANYS
2057-01-J001-PV001-0002893JO    585959   MULTIJOC           165.92   546   FINS_A_5_ANYS
2059-01-J001-PV001-0001150JO     46375   GRONXADOR          280.06   549   MIXTA
2059-01-J001-PV001-0001151JO     46375   VA_I_Ve            280.06   549   MIXTA
2059-01-J001-PV001-0001152JO     46375   VA_I_Ve            280.06   549   MIXTA
2059-01-J001-PV001-0001153JO     46375   ALTRES_JOCS        280.06   549   MIXTA
2059-01-J001-PV001-0001154JO     46375   MULTIJOC           280.06   549   MIXTA
2059-01-J001-PV001-0001155JO     46375   BALANCi            280.06   549   MIXTA
2060-01-J001-PV001-0001146JO     46357   GRIMPAR            325.44   547   DE_6_A_12_ANYS
2060-01-J001-PV001-0001147JO     46357   MULTIJOC           325.44   547   DE_6_A_12_ANYS
2060-01-J001-PV001-0001148JO     46357   GRONXADOR          325.44   547   DE_6_A_12_ANYS
2068-01-J001-PV001-0000122JO     32679   MULTIJOC           44.56    547   DE_6_A_12_ANYS
2068-01-J002-PV001-0000123JO     32677   MULTIJOC           94.25    547   DE_6_A_12_ANYS
2068-01-J003-PV001-0000125JO     32678   MULTIJOC           86.19    546   FINS_A_5_ANYS
2068-01-J004-PV002-0000124JO     32676   MULTIJOC           72.91    547   DE_6_A_12_ANYS
2071-02-J001-PV001-0001174JO     46479   MULTIJOC           219.40   547   DE_6_A_12_ANYS
2074-02-J001-PV002-0003733JO    826758   TOBOGAN            161.67   547   DE_6_A_12_ANYS
2074-02-J001-PV002-0003734JO    826758   GRONXADOR          161.67   547   DE_6_A_12_ANYS
2074-02-J001-PV002-0003735JO    826758   VA_I_Ve            161.67   547   DE_6_A_12_ANYS
2074-02-J002-PV001-0004074JO    929549   VA_I_Ve            72.09    549   MIXTA
2074-02-J002-PV001-0004075JO    929549   GRONXADOR          72.09    549   MIXTA
2074-02-J002-PV001-0004076JO    929549   GRONXADOR          72.09    549   MIXTA
2080-01-J001-PV029-0004211JO   1019946   ALTRES_JOCS        579.75     0   -
2080-01-J001-PV029-0004212JO   1019946   ALTRES_JOCS        579.75     0   -
2080-01-J001-PV030-0004222JO   1019946   MULTIJOC           579.75     0   -
2080-01-J001-PV031-0004216JO   1019946   ALTRES_JOCS        579.75     0   -
2080-01-J001-PV031-0004219JO   1019946   BALANCi            579.75     0   -
2080-01-J001-PV031-0004220JO   1019946   BALANCi            579.75     0   -
2080-01-J001-PV033-0004217JO   1019946   MULTIJOC      579.75     0   -
2080-01-J001-PV033-0004218JO   1019946   GRONXADOR     579.75     0   -
2080-01-J001-PV034-0004213JO   1019946   ALTRES_JOCS   579.75     0   -
2080-01-J001-PV034-0004214JO   1019946   ALTRES_JOCS   579.75     0   -
2080-01-J001-PV034-0004215JO   1019946   GRONXADOR     579.75     0   -
2080-01-J002-PV026-0004238JO    958520   ALTRES_JOCS   98.48    547   DE_6_A_12_ANYS
2080-01-J002-PV026-0004239JO    958520   ALTRES_JOCS   98.48    547   DE_6_A_12_ANYS
2080-01-J002-PV026-0004240JO    958520   ALTRES_JOCS   98.48    547   DE_6_A_12_ANYS
2080-01-J002-PV026-0004241JO    958520   ALTRES_JOCS   98.48    547   DE_6_A_12_ANYS
2080-01-J002-PV026-0004294JO    958520   GRIMPAR       98.48    547   DE_6_A_12_ANYS
2080-01-J002-PV026-0004295JO    958520   ALTRES_JOCS   98.48    547   DE_6_A_12_ANYS
2085-01-J001-PV001-0000082JO     29274   VA_I_Ve       124.01   549   MIXTA
2085-01-J001-PV001-0000083JO     29274   BALANCi       124.01   549   MIXTA
2085-01-J001-PV001-0000084JO     29274   MULTIJOC      124.01   549   MIXTA
2102-01-J001-PV001-0003959JO    877792   TOBOGAN       174.51   549   MIXTA
2102-01-J001-PV001-0003960JO    877792   GRONXADOR     174.51   549   MIXTA
2102-01-J001-PV002-0003961JO    877792   BALANCi       174.51   549   MIXTA
2102-01-J001-PV002-0003962JO    877792   BALANCi       174.51   549   MIXTA
2102-01-J001-PV002-0003963JO    877792   BALANCi       174.51   549   MIXTA
2102-01-J001-PV002-0004412JO    877792   VA_I_Ve       174.51   549   MIXTA
2110-01-J001-PV001-0001180JO     46493   VA_I_Ve       344.54   547   DE_6_A_12_ANYS
2110-01-J001-PV001-0001181JO     46493   SORRALET      344.54   547   DE_6_A_12_ANYS
2110-01-J001-PV001-0001182JO     46493   BALANCi       344.54   547   DE_6_A_12_ANYS
2110-01-J001-PV002-0001178JO     46493   GRONXADOR     344.54   547   DE_6_A_12_ANYS
2110-01-J001-PV002-0001179JO     46493   GRIMPAR       344.54   547   DE_6_A_12_ANYS
2111-02-J001-PV001-0003967JO    877911   MULTIJOC      146.47   547   DE_6_A_12_ANYS
2112-01-J001-PV001-0000074JO     28380   BALANCi       102.65   546   FINS_A_5_ANYS
2112-01-J001-PV001-0000075JO     28380   BALANCi       102.65   546   FINS_A_5_ANYS
2112-01-J001-PV001-0000076JO     28380   MULTIJOC      102.65   546   FINS_A_5_ANYS
2116-01-J001-PV001-0001201JO     46582   TOBOGAN       110.16   546   FINS_A_5_ANYS
2116-01-J001-PV001-0001202JO     46582   VA_I_Ve       110.16   546   FINS_A_5_ANYS
2117-01-J001-PV001-0003974JO    586518   MULTIJOC      100.72   547   DE_6_A_12_ANYS
2117-01-J001-PV001-0003975JO    586518   BALANCi       100.72   547   DE_6_A_12_ANYS
2118-01-J001-PV001-0001196JO     46568   GRONXADOR     278.97   547   DE_6_A_12_ANYS
2118-01-J001-PV001-0001197JO     46568   MULTIJOC      278.97   547   DE_6_A_12_ANYS
2118-01-J001-PV001-0001198JO     46568   GRONXADOR     278.97   547   DE_6_A_12_ANYS
2118-01-J001-PV001-0001199JO     46568   BALANCi       278.97   547   DE_6_A_12_ANYS
2118-01-J001-PV001-0001200JO     46568   BALANCi       278.97   547   DE_6_A_12_ANYS
2124-01-J001-PV003-0001195JO     46560   MULTIJOC      72.34    547   DE_6_A_12_ANYS
2125-01-J001-PV001-0001190JO     46543   MULTIJOC      157.35   547   DE_6_A_12_ANYS
2125-01-J001-PV001-0001192JO     46543   BALANCi       157.35   547   DE_6_A_12_ANYS
2125-01-J001-PV001-0001193JO     46543   GRONXADOR     157.35   547   DE_6_A_12_ANYS
2125-01-J001-PV001-0001194JO     46543   BALANCi       157.35   547   DE_6_A_12_ANYS
2128-01-J001-PV001-0000110JO     30171   GRIMPAR       525.96   547   DE_6_A_12_ANYS
2128-01-J001-PV001-0000111JO     30171   MULTIJOC      525.96   547   DE_6_A_12_ANYS
2128-01-J001-PV001-0000112JO     30171   SORRALET      525.96   547   DE_6_A_12_ANYS
2128-01-J001-PV001-0000113JO     30171   VA_I_Ve       525.96   547   DE_6_A_12_ANYS
2128-01-J001-PV001-0004529JO     30171   MULTIJOC      525.96   547   DE_6_A_12_ANYS
2128-01-J001-PV001-0004530JO     30171   MULTIJOC      525.96   547   DE_6_A_12_ANYS
